Purpose,EntryPeriod,ReturnPeriod,Percent
4,15,14,0.0
4,15,15,0.004284519908263417
4,15,16,0.022473780959416743
4,15,17,0.008191957485215545
4,15,18,0.0019063493605874933
4,15,19,0.0007970653219114954
4,15,20,0.00043230431061681336
4,15,21,0.0003551679536774953
4,15,22,2.583029605679203e-05
4,15,23,0.0
4,15,24,2.8033039346054634e-05
4,15,25,0.0002624579906813274
4,15,26,7.803071994240163e-05
4,15,27,0.0008433706773287624
4,15,28,0.0006273052654388575
4,15,29,0.0031049974321723773
4,15,30,0.002684368263113847
4,15,31,0.001050136189096502
4,15,32,0.00015835532171987627
4,15,33,0.0006031905208063079
4,15,34,0.0004739343547304494
4,15,35,0.0016236877174962698
4,15,36,0.0001072290008345977
4,15,37,0.0008768825561120061
4,15,38,0.0001639715410790907
4,15,39,6.888009307108223e-05
4,15,40,1.531115823352148e-05
4,15,41,0.0
4,15,42,0.0
4,15,43,3.099768161413281e-05
4,15,44,0.0
4,15,45,0.00011317796436871552
4,15,46,8.081689485906485e-06
4,15,47,1.1184240836526864e-05
4,15,48,1.1184240836526864e-05
4,16,1,0.0
4,16,2,0.0
4,16,3,0.0
4,16,4,0.0
4,16,5,0.0
4,16,6,0.0
4,16,7,0.0
4,16,8,0.0
4,16,9,0.0
4,16,10,0.0
4,16,11,0.0
4,16,12,0.0
4,16,13,0.0
4,16,14,0.0
4,16,15,0.0
4,16,16,0.013126337016799852
4,16,17,0.029521664209996114
4,16,18,0.00950114052469495
4,16,19,0.004512178954326236
4,16,20,0.0006281904383942697
4,16,21,0.000690961525836462
4,16,22,0.0011236200911049993
4,16,23,0.00020323743410159158
4,16,24,0.00032238355446340805
4,16,25,0.0006100446151199603
4,16,26,0.00024118247822870812
4,16,27,0.00013243212326994534
4,16,28,6.968189389617358e-06
4,16,29,0.0006577116152352709
4,16,30,0.0011548152416953558
4,16,31,0.0009251185949994356
4,16,32,0.0014501862433431607
4,16,33,0.00038776019424089465
4,16,34,0.0006548883739106963
4,16,35,0.0011794755448354538
4,16,36,0.002749548761914425
4,16,37,0.00014258235567735382
4,16,38,0.00011406573187104043
4,16,39,6.122848857965174e-05
4,16,40,0.0
4,16,41,0.0
4,16,42,0.0001465408064249619
4,16,43,0.0
4,16,44,0.0
4,16,45,0.0
4,16,46,8.081689485906485e-06
4,16,47,0.0
4,16,48,0.0
4,17,1,0.0004208962971811356
4,17,2,0.0
4,17,3,0.0
4,17,4,0.0
4,17,5,0.0
4,17,6,0.0
4,17,7,0.0
4,17,8,0.0
4,17,9,0.0
4,17,10,0.0
4,17,11,0.0
4,17,12,0.0
4,17,13,0.0
4,17,14,0.0
4,17,15,0.0
4,17,16,0.0
4,17,17,0.01903908222017588
4,17,18,0.02452790700888095
4,17,19,0.010120649823193778
4,17,20,0.0013603037201353773
4,17,21,0.001255863532360586
4,17,22,0.000587063631740395
4,17,23,0.0004435698038704804
4,17,24,0.002508175679564657
4,17,25,0.0003020279936554699
4,17,26,0.00020407176390751453
4,17,27,0.0006577157105636282
4,17,28,0.0
4,17,29,0.0009416876541121454
4,17,30,0.000827279637845917
4,17,31,0.0026758718583684143
4,17,32,0.002177143502287203
4,17,33,0.0001685712724169787
4,17,34,0.0012395102019713321
4,17,35,0.00031729015149719415
4,17,36,0.00021152708223926486
4,17,37,0.0002789381071053476
4,17,38,0.00012306105878801015
4,17,39,1.7619575574011482e-05
4,17,40,5.284948468017754e-05
4,17,41,0.0
4,17,42,0.0
4,17,43,0.00011889962278145975
4,17,44,0.0
4,17,45,0.0
4,17,46,0.0
4,17,47,0.0
4,17,48,0.0
4,18,1,0.0
4,18,2,0.0
4,18,3,0.0
4,18,4,0.0
4,18,5,0.0
4,18,6,0.0
4,18,7,0.0
4,18,8,0.0
4,18,9,0.0
4,18,10,0.0
4,18,11,0.0
4,18,12,0.0
4,18,13,0.0
4,18,14,0.0
4,18,15,0.0
4,18,16,0.0
4,18,17,0.0
4,18,18,0.010836683781350923
4,18,19,0.014978868596343795
4,18,20,0.003863254874590824
4,18,21,0.0016794450779907143
4,18,22,0.0007356868928060573
4,18,23,0.0010887588701652695
4,18,24,0.00025001265220664696
4,18,25,0.0008162966702361862
4,18,26,0.002301961347444858
4,18,27,0.003088032627289665
4,18,28,0.0
4,18,29,0.0007040634661352199
4,18,30,0.0
4,18,31,0.0009974567121623225
4,18,32,0.0011700981116014829
4,18,33,0.0015270849525855635
4,18,34,0.0009321185266866632
4,18,35,0.0
4,18,36,0.0009695020367435253
4,18,37,8.204375112727037e-05
4,18,38,0.00013126307967396332
4,18,39,0.0
4,18,40,0.0
4,18,41,0.0005375246575487967
4,18,42,0.0
4,18,43,0.0
4,18,44,0.0
4,18,45,0.0
4,18,46,0.0
4,18,47,0.0
4,18,48,0.0
4,19,1,0.0
4,19,2,0.0
4,19,3,0.0
4,19,4,0.0
4,19,5,0.0
4,19,6,0.0
4,19,7,0.0
4,19,8,0.0
4,19,9,0.0
4,19,10,0.0
4,19,11,0.0
4,19,12,0.0
4,19,13,0.0
4,19,14,0.0
4,19,15,0.0
4,19,16,0.0
4,19,17,0.0
4,19,18,0.0
4,19,19,0.0014274995790996853
4,19,20,0.005857913143697359
4,19,21,0.0018172338183777344
4,19,22,0.002022285807623771
4,19,23,0.0025937873922097657
4,19,24,0.0007059991110153085
4,19,25,0.0005903104822800538
4,19,26,5.437038370410228e-05
4,19,27,0.00039686904015911534
4,19,28,0.0005571409189733584
4,19,29,0.00025960328197383465
4,19,30,9.211766908222804e-05
4,19,31,0.0003285386951872918
4,19,32,0.00021902851497507494
4,19,33,0.0017549938452454173
4,19,34,0.0002264544147682086
4,19,35,2.5156510831113342e-05
4,19,36,8.382728185026606e-06
4,19,37,0.00021077073162591707
4,19,38,0.0
4,19,39,0.0
4,19,40,3.352418190757762e-05
4,19,41,8.023488355560674e-05
4,19,42,0.0
4,19,43,0.0
4,19,44,0.0
4,19,45,0.00015933024642432567
4,19,46,0.0
4,19,47,0.0
4,19,48,0.0
4,20,1,0.0
4,20,2,0.00044498598822759303
4,20,3,0.0
4,20,4,0.0
4,20,5,0.0
4,20,6,0.0
4,20,7,0.0
4,20,8,0.0
4,20,9,0.0
4,20,10,0.0
4,20,11,0.0
4,20,12,0.0
4,20,13,0.0
4,20,14,0.0
4,20,15,0.0
4,20,16,0.0
4,20,17,0.0
4,20,18,0.0
4,20,19,0.0
4,20,20,0.0012721701747522671
4,20,21,0.0010252894313252713
4,20,22,0.0010394247264215195
4,20,23,0.002954465306516466
4,20,24,0.0008594794311809297
4,20,25,0.0006136180462839917
4,20,26,0.0006602162087543632
4,20,27,0.0007632073611168061
4,20,28,0.00021369609099772586
4,20,29,0.0002512242622527546
4,20,30,0.0008876680946904296
4,20,31,1.825314639994644e-05
4,20,32,0.0
4,20,33,0.0014813631838631516
4,20,34,3.774399498757122e-05
4,20,35,0.0
4,20,36,0.0007044579058574621
4,20,37,0.00010928648946252266
4,20,38,0.0
4,20,39,5.028627286136641e-05
4,20,40,0.0
4,20,41,4.0117441777803374e-05
4,20,42,0.0
4,20,43,2.2627408519432724e-05
4,20,44,0.0
4,20,45,0.0008763102035868144
4,20,46,0.0
4,20,47,0.0
4,20,48,0.0
4,21,1,0.0
4,21,2,0.0
4,21,3,0.0
4,21,4,0.0
4,21,5,0.0027524643456807107
4,21,6,0.0
4,21,7,0.0
4,21,8,0.0
4,21,9,0.0
4,21,10,0.0
4,21,11,0.0
4,21,12,0.0
4,21,13,0.0
4,21,14,0.0
4,21,15,0.0
4,21,16,0.0
4,21,17,0.0
4,21,18,0.0
4,21,19,0.0
4,21,20,0.0
4,21,21,0.00028391058127498925
4,21,22,0.0016696783512964964
4,21,23,0.0006676039626977555
4,21,24,0.0010417526565790131
4,21,25,0.00047523373974859586
4,21,26,0.00030444731720067106
4,21,27,0.00015322038431507933
4,21,28,0.0006785554881196919
4,21,29,9.606717968585878e-05
4,21,30,0.00012809195742542116
4,21,31,0.0009945935519721479
4,21,32,0.0
4,21,33,0.0004419897520352513
4,21,34,0.0
4,21,35,7.215705346122891e-05
4,21,36,0.000986141568270583
4,21,37,0.0006567310364593307
4,21,38,7.459563955455848e-06
4,21,39,0.0
4,21,40,9.614001127232049e-05
4,21,41,0.0
4,21,42,0.0
4,21,43,0.0
4,21,44,0.0
4,21,45,0.0
4,21,46,6.770174160729238e-05
4,21,47,0.0
4,21,48,0.0
4,22,1,0.0
4,22,2,0.000446669219202682
4,22,3,0.0
4,22,4,0.0
4,22,5,0.0
4,22,6,0.0
4,22,7,0.0
4,22,8,0.0
4,22,9,0.0
4,22,10,0.0
4,22,11,0.0
4,22,12,0.0
4,22,13,0.0
4,22,14,0.0
4,22,15,0.0
4,22,16,0.0
4,22,17,0.0
4,22,18,0.0
4,22,19,0.0
4,22,20,0.0
4,22,21,0.0
4,22,22,0.00048671133202010013
4,22,23,0.002222900426217777
4,22,24,0.0009096988053324313
4,22,25,0.0017821278142133004
4,22,26,0.0005940423589936994
4,22,27,0.0006493687557784251
4,22,28,0.0009631092861869443
4,22,29,0.0001521063678359094
4,22,30,0.0009767052489089434
4,22,31,0.0
4,22,32,0.00040132559670631794
4,22,33,0.000315707093677273
4,22,34,0.0
4,22,35,0.0001282784809138875
4,22,36,0.0
4,22,37,0.0
4,22,38,0.00022388323993678298
4,22,39,0.0
4,22,40,0.0
4,22,41,0.0
4,22,42,0.00044102413652521814
4,22,43,0.0
4,22,44,0.0
4,22,45,0.0
4,22,46,0.0
4,22,47,0.0
4,22,48,0.0
4,23,1,0.0
4,23,2,0.0
4,23,3,0.0
4,23,4,0.0
4,23,5,0.0
4,23,6,0.0
4,23,7,0.0
4,23,8,0.0
4,23,9,0.0
4,23,10,0.0
4,23,11,0.0
4,23,12,0.0
4,23,13,0.0
4,23,14,0.0
4,23,15,0.0
4,23,16,0.0
4,23,17,0.0
4,23,18,0.0
4,23,19,0.0
4,23,20,0.0
4,23,21,0.0
4,23,22,0.0
4,23,23,0.00016719881247118679
4,23,24,0.0033121647295702426
4,23,25,0.0024579271435991243
4,23,26,0.00029817294505819634
4,23,27,0.0028744087899340268
4,23,28,0.0011719365874987922
4,23,29,0.0009470440807013433
4,23,30,0.0004518017321996924
4,23,31,0.00012309295731418611
4,23,32,4.7340697240654885e-05
4,23,33,0.00016641780427819263
4,23,34,0.00042095132978472067
4,23,35,0.0001566205088394521
4,23,36,0.0
4,23,37,0.0
4,23,38,0.0
4,23,39,8.69125691234905e-06
4,23,40,0.0
4,23,41,5.2023569626279935e-05
4,23,42,0.0
4,23,43,0.0
4,23,44,0.0
4,23,45,0.0
4,23,46,0.0
4,23,47,0.0
4,23,48,0.0
4,24,1,0.0
4,24,2,0.0
4,24,3,0.0
4,24,4,0.0
4,24,5,0.0
4,24,6,0.0
4,24,7,0.0
4,24,8,0.0
4,24,9,0.0
4,24,10,0.0
4,24,11,0.0
4,24,12,0.0
4,24,13,0.0
4,24,14,0.0
4,24,15,0.0
4,24,16,0.0
4,24,17,0.0
4,24,18,0.0
4,24,19,0.0
4,24,20,0.0
4,24,21,0.0
4,24,22,0.0
4,24,23,0.0
4,24,24,0.0012340985184993941
4,24,25,0.008010420421529111
4,24,26,0.00396491791025072
4,24,27,0.0021142351297619567
4,24,28,0.0008947924546773876
4,24,29,0.0008514693766009165
4,24,30,0.0
4,24,31,0.0005775811360201418
4,24,32,5.681447707448542e-05
4,24,33,0.0
4,24,34,0.0007929559606830497
4,24,35,0.0
4,24,36,2.610059614877369e-05
4,24,37,0.0
4,24,38,0.0
4,24,39,2.6082403464070278e-05
4,24,40,0.0
4,24,41,0.0
4,24,42,0.0003225628671587382
4,24,43,0.0
4,24,44,0.0
4,24,45,0.0
4,24,46,0.0004959299113507948
4,24,47,0.0
4,24,48,0.0
4,25,1,0.0
4,25,2,0.0
4,25,3,0.0
4,25,4,0.0
4,25,5,0.0
4,25,6,0.0
4,25,7,0.0
4,25,8,0.0
4,25,9,0.0
4,25,10,0.0
4,25,11,0.0
4,25,12,0.0
4,25,13,0.0
4,25,14,0.0
4,25,15,0.0
4,25,16,0.0
4,25,17,0.0
4,25,18,0.0
4,25,19,0.0
4,25,20,0.0
4,25,21,0.0
4,25,22,0.0
4,25,23,0.0
4,25,24,0.0
4,25,25,0.0005057201112191003
4,25,26,0.0025775517659825677
4,25,27,0.0017231811146273387
4,25,28,0.0009377297820959063
4,25,29,0.0005276458100827631
4,25,30,0.001187208311356087
4,25,31,0.00015333886122526083
4,25,32,0.00013416995738577898
4,25,33,9.904285751713136e-06
4,25,34,0.00035671188520394775
4,25,35,9.687814285158508e-05
4,25,36,0.0002642070756759825
4,25,37,0.00018854786261314312
4,25,38,0.0
4,25,39,0.00033443421332783504
4,25,40,0.0
4,25,41,0.0
4,25,42,0.0
4,25,43,0.0
4,25,44,0.0
4,25,45,0.0
4,25,46,0.0
4,25,47,0.0
4,25,48,0.0
4,26,1,0.0
4,26,2,0.0
4,26,3,0.0
4,26,4,0.0
4,26,5,0.0
4,26,6,0.0
4,26,7,0.0
4,26,8,0.0
4,26,9,0.0
4,26,10,0.0
4,26,11,0.0
4,26,12,0.0
4,26,13,0.0
4,26,14,0.0
4,26,15,0.0
4,26,16,0.0
4,26,17,0.0
4,26,18,0.0
4,26,19,0.0
4,26,20,0.0
4,26,21,0.0
4,26,22,0.0
4,26,23,0.0
4,26,24,0.0
4,26,25,0.0
4,26,26,0.0020473560498200315
4,26,27,0.0027250329130625315
4,26,28,0.0015869327712795293
4,26,29,0.0008354464752280724
4,26,30,0.0005804140581599093
4,26,31,8.62535970826016e-05
4,26,32,3.8337046479483954e-05
4,26,33,0.0
4,26,34,9.908220786478113e-05
4,26,35,0.0002554037872700458
4,26,36,0.0
4,26,37,0.0002295350067612757
4,26,38,0.0
4,26,39,8.796977567276489e-06
4,26,40,0.00030802528089039755
4,26,41,1.0527094631236525e-05
4,26,42,0.0
4,26,43,0.0
4,26,44,0.0
4,26,45,0.0
4,26,46,0.0
4,26,47,0.0
4,26,48,0.0
4,27,1,0.0
4,27,2,0.0
4,27,3,0.0
4,27,4,0.0
4,27,5,0.0
4,27,6,0.0
4,27,7,0.0
4,27,8,0.0
4,27,9,0.0
4,27,10,0.0
4,27,11,0.0
4,27,12,0.0
4,27,13,0.0
4,27,14,0.0
4,27,15,0.0
4,27,16,0.0
4,27,17,0.0
4,27,18,0.0
4,27,19,0.0
4,27,20,0.0
4,27,21,0.0
4,27,22,0.0
4,27,23,0.0
4,27,24,0.0
4,27,25,0.0
4,27,26,0.0
4,27,27,0.00043313956439199725
4,27,28,0.0028902299604086175
4,27,29,0.003577401993978221
4,27,30,0.004251403005306132
4,27,31,0.0008475116749967719
4,27,32,0.0016761984209528527
4,27,33,0.00016550988962945966
4,27,34,0.0007399415197913702
4,27,35,0.001938413488282697
4,27,36,0.0005970994481231944
4,27,37,0.00028998319049776085
4,27,38,1.611105695376406e-05
4,27,39,0.0
4,27,40,0.000190250692809143
4,27,41,0.0
4,27,42,9.3135656190362e-05
4,27,43,0.00023347341880436702
4,27,44,0.0
4,27,45,0.0
4,27,46,0.0
4,27,47,0.0
4,27,48,0.0
4,28,1,0.0
4,28,2,0.0
4,28,3,0.0
4,28,4,0.0
4,28,5,0.0
4,28,6,0.0
4,28,7,0.0
4,28,8,0.0
4,28,9,0.0
4,28,10,0.0
4,28,11,0.0
4,28,12,0.0
4,28,13,0.0
4,28,14,0.0
4,28,15,0.0
4,28,16,0.0
4,28,17,0.0
4,28,18,0.0
4,28,19,0.0
4,28,20,0.0
4,28,21,0.0
4,28,22,0.0
4,28,23,0.0
4,28,24,0.0
4,28,25,0.0
4,28,26,0.0
4,28,27,0.0
4,28,28,0.0013466742056554234
4,28,29,0.013946669769914573
4,28,30,0.0032490385233289
4,28,31,0.0031546448656883663
4,28,32,0.0017515383393484948
4,28,33,0.0016161976972838244
4,28,34,0.0005354849993759127
4,28,35,0.0012634310178345324
4,28,36,0.0005711407317797671
4,28,37,0.0
4,28,38,0.0
4,28,39,9.51253464045715e-05
4,28,40,1.7296266819459547e-05
4,28,41,0.0
4,28,42,0.0006829915928192268
4,28,43,0.0
4,28,44,0.0
4,28,45,0.0
4,28,46,0.0
4,28,47,0.0
4,28,48,0.0
4,29,1,0.0
4,29,2,0.0
4,29,3,0.0
4,29,4,0.0
4,29,5,0.0
4,29,6,0.0
4,29,7,0.0
4,29,8,0.0
4,29,9,0.0
4,29,10,0.0
4,29,11,0.0
4,29,12,0.0
4,29,13,0.0
4,29,14,0.0
4,29,15,0.0
4,29,16,0.0
4,29,17,0.0
4,29,18,0.0
4,29,19,0.0
4,29,20,0.0
4,29,21,0.0
4,29,22,0.0
4,29,23,0.0
4,29,24,0.0
4,29,25,0.0
4,29,26,0.0
4,29,27,0.0
4,29,28,0.0
4,29,29,0.004304506160263203
4,29,30,0.015833765868674347
4,29,31,0.00926827756040224
4,29,32,0.0032237481368353957
4,29,33,0.002382273302568535
4,29,34,0.00044867472981565044
4,29,35,0.00027536024956066623
4,29,36,0.0006456687660456675
4,29,37,0.0008131198836246643
4,29,38,0.000618682865011911
4,29,39,5.693433860367586e-05
4,29,40,0.00016130020548301815
4,29,41,1.134964925849429e-05
4,29,42,0.0007380541250906994
4,29,43,0.00046111414100141664
4,29,44,0.00016651566525422752
4,29,45,0.0
4,29,46,0.0
4,29,47,0.0
4,29,48,0.0
4,30,1,0.0
4,30,2,0.0
4,30,3,5.818440545150627e-05
4,30,4,0.0
4,30,5,0.0
4,30,6,0.0
4,30,7,0.0
4,30,8,0.0
4,30,9,0.0
4,30,10,0.0
4,30,11,0.0
4,30,12,0.0
4,30,13,0.0
4,30,14,0.0
4,30,15,0.0
4,30,16,0.0
4,30,17,0.0
4,30,18,0.0
4,30,19,0.0
4,30,20,0.0
4,30,21,0.0
4,30,22,0.0
4,30,23,0.0
4,30,24,0.0
4,30,25,0.0
4,30,26,0.0
4,30,27,0.0
4,30,28,0.0
4,30,29,0.0
4,30,30,0.004427766301459196
4,30,31,0.029261697759530844
4,30,32,0.016304716388340666
4,30,33,0.006345607760167152
4,30,34,0.0025531985748518246
4,30,35,0.0015951797164268156
4,30,36,0.00042728181308072607
4,30,37,0.0002828252992981102
4,30,38,0.00024747016252296716
4,30,39,0.000816011939351922
4,30,40,0.000721121375012504
4,30,41,4.542114346767367e-05
4,30,42,0.0
4,30,43,0.00190848461656275
4,30,44,0.0
4,30,45,0.0
4,30,46,0.0007817047703747844
4,30,47,0.0
4,30,48,0.0
4,31,1,0.0
4,31,2,0.0
4,31,3,0.0
4,31,4,0.0
4,31,5,0.0
4,31,6,0.0
4,31,7,0.0
4,31,8,0.0
4,31,9,0.0
4,31,10,0.0
4,31,11,0.0
4,31,12,0.0
4,31,13,0.0
4,31,14,0.0
4,31,15,0.0
4,31,16,0.0
4,31,17,0.0
4,31,18,0.0
4,31,19,0.0
4,31,20,0.0
4,31,21,0.0
4,31,22,0.0
4,31,23,0.0
4,31,24,0.0
4,31,25,0.0
4,31,26,0.0
4,31,27,0.0
4,31,28,0.0
4,31,29,0.0
4,31,30,0.0
4,31,31,0.006530833491112469
4,31,32,0.02801330754800099
4,31,33,0.01008496437567367
4,31,34,0.0013135405235714188
4,31,35,0.0017464219421500185
4,31,36,0.0005210341061365317
4,31,37,0.00123044575773919
4,31,38,0.0007634083268779693
4,31,39,0.0016873574550920099
4,31,40,0.0
4,31,41,3.461241962689914e-05
4,31,42,4.615791924603724e-05
4,31,43,0.0
4,31,44,0.0
4,31,45,0.0
4,31,46,0.0
4,31,47,0.0
4,31,48,0.0
4,32,1,0.0
4,32,2,0.0
4,32,3,0.0
4,32,4,0.0
4,32,5,0.0
4,32,6,5.912678115902249e-05
4,32,7,0.0
4,32,8,0.0
4,32,9,0.0
4,32,10,0.0
4,32,11,0.0
4,32,12,0.0
4,32,13,0.0
4,32,14,0.0
4,32,15,0.0
4,32,16,0.0
4,32,17,0.0
4,32,18,0.0
4,32,19,0.0
4,32,20,0.0
4,32,21,0.0
4,32,22,0.0
4,32,23,0.0
4,32,24,0.0
4,32,25,0.0
4,32,26,0.0
4,32,27,0.0
4,32,28,0.0
4,32,29,0.0
4,32,30,0.0
4,32,31,0.0
4,32,32,0.0065098429269469195
4,32,33,0.01918205682414215
4,32,34,0.013634788716484835
4,32,35,0.00461211055324145
4,32,36,0.004177918546815094
4,32,37,0.0008442432731263148
4,32,38,0.0011675754079137264
4,32,39,1.9285956590277848e-05
4,32,40,0.00016391595029153103
4,32,41,4.615791924603724e-05
4,32,42,0.0008884511226103477
4,32,43,0.0003123858074122269
4,32,44,0.00010412421392664037
4,32,45,0.0
4,32,46,0.00026479054516723676
4,32,47,0.0
4,32,48,0.0
4,33,1,0.0
4,33,2,0.0
4,33,3,0.0
4,33,4,0.0
4,33,5,0.0
4,33,6,0.0
4,33,7,0.0
4,33,8,0.0
4,33,9,0.0
4,33,10,0.0
4,33,11,0.0
4,33,12,0.0
4,33,13,0.0
4,33,14,0.0
4,33,15,0.0
4,33,16,0.0
4,33,17,0.0
4,33,18,0.0
4,33,19,0.0
4,33,20,0.0
4,33,21,0.0
4,33,22,0.0
4,33,23,0.0
4,33,24,0.0
4,33,25,0.0
4,33,26,0.0
4,33,27,0.0
4,33,28,0.0
4,33,29,0.0
4,33,30,0.0
4,33,31,0.0
4,33,32,0.0
4,33,33,0.007867857387834248
4,33,34,0.016240793519422633
4,33,35,0.007222550399367549
4,33,36,0.0021348436945988923
4,33,37,0.0025907444295134334
4,33,38,0.0017921618807468691
4,33,39,0.001575091966643473
4,33,40,0.0011663615596403843
4,33,41,0.0046286600333153155
4,33,42,0.0
4,33,43,0.0004440835307952622
4,33,44,0.0
4,33,45,0.0
4,33,46,0.0
4,33,47,0.0
4,33,48,0.0006557162196853745
4,34,1,0.0
4,34,2,0.0
4,34,3,0.0
4,34,4,0.0
4,34,5,0.0
4,34,6,0.0
4,34,7,0.0
4,34,8,0.0
4,34,9,0.0
4,34,10,0.0
4,34,11,0.0
4,34,12,0.0
4,34,13,0.0
4,34,14,0.0
4,34,15,0.0
4,34,16,0.0
4,34,17,0.0
4,34,18,0.0
4,34,19,0.0
4,34,20,0.0
4,34,21,0.0
4,34,22,0.0
4,34,23,0.0
4,34,24,0.0
4,34,25,0.0
4,34,26,0.0
4,34,27,0.0
4,34,28,0.0
4,34,29,0.0
4,34,30,0.0
4,34,31,0.0
4,34,32,0.0
4,34,33,0.0
4,34,34,0.0033559037051938225
4,34,35,0.01609111427778414
4,34,36,0.008708954628017776
4,34,37,0.00450362919781439
4,34,38,0.0008542936555198766
4,34,39,0.0007975101635352332
4,34,40,0.00022928175726159326
4,34,41,0.0009305089149614137
4,34,42,0.00011929479992154358
4,34,43,0.0
4,34,44,0.0
4,34,45,0.00014741446115824355
4,34,46,0.0
4,34,47,0.0005974392286887932
4,34,48,0.0
4,35,1,0.0
4,35,2,0.0
4,35,3,0.0
4,35,4,0.0
4,35,5,0.0
4,35,6,0.0
4,35,7,0.0
4,35,8,0.0
4,35,9,0.0
4,35,10,0.0
4,35,11,0.0
4,35,12,0.0
4,35,13,0.0
4,35,14,0.0
4,35,15,0.0
4,35,16,0.0
4,35,17,0.0
4,35,18,0.0
4,35,19,0.0
4,35,20,0.0
4,35,21,0.0
4,35,22,0.0
4,35,23,0.0
4,35,24,0.0
4,35,25,0.0
4,35,26,0.0
4,35,27,0.0
4,35,28,0.0
4,35,29,0.0
4,35,30,0.0
4,35,31,0.0
4,35,32,0.0
4,35,33,0.0
4,35,34,0.0
4,35,35,0.00290829733663324
4,35,36,0.012652868421402888
4,35,37,0.004027667993574283
4,35,38,0.004696195874196218
4,35,39,0.0006645398500673506
4,35,40,9.746181942077617e-05
4,35,41,0.0
4,35,42,0.0002014646218687383
4,35,43,0.00035882909134357183
4,35,44,0.00043060178670927815
4,35,45,4.6793075565768246e-05
4,35,46,0.0
4,35,47,0.0
4,35,48,0.0
4,36,1,0.0
4,36,2,0.0013643749356941055
4,36,3,0.0
4,36,4,0.0011415374233857134
4,36,5,0.0
4,36,6,0.0
4,36,7,0.0
4,36,8,0.0
4,36,9,0.0
4,36,10,0.0
4,36,11,0.0
4,36,12,0.0
4,36,13,0.0
4,36,14,0.0
4,36,15,0.0
4,36,16,0.0
4,36,17,0.0
4,36,18,0.0
4,36,19,0.0
4,36,20,0.0
4,36,21,0.0
4,36,22,0.0
4,36,23,0.0
4,36,24,0.0
4,36,25,0.0
4,36,26,0.0
4,36,27,0.0
4,36,28,0.0
4,36,29,0.0
4,36,30,0.0
4,36,31,0.0
4,36,32,0.0
4,36,33,0.0
4,36,34,0.0
4,36,35,0.0
4,36,36,0.00365310451186169
4,36,37,0.007296024763514294
4,36,38,0.0017332160373797973
4,36,39,0.003420187485498399
4,36,40,0.0003278410430481386
4,36,41,0.0021418487665873
4,36,42,0.001972191555472817
4,36,43,0.00028706785780615234
4,36,44,0.0
4,36,45,0.0003649900948028957
4,36,46,0.0005896007636178515
4,36,47,0.0005698668101138632
4,36,48,0.0004921496137397877
4,37,1,0.0
4,37,2,0.0
4,37,3,0.0
4,37,4,0.0
4,37,5,0.0014673444594085392
4,37,6,0.0
4,37,7,0.0
4,37,8,0.0
4,37,9,0.0
4,37,10,0.0
4,37,11,0.0
4,37,12,0.0
4,37,13,0.0
4,37,14,0.0
4,37,15,0.0
4,37,16,0.0
4,37,17,0.0
4,37,18,0.0
4,37,19,0.0
4,37,20,0.0
4,37,21,0.0
4,37,22,0.0
4,37,23,0.0
4,37,24,0.0
4,37,25,0.0
4,37,26,0.0
4,37,27,0.0
4,37,28,0.0
4,37,29,0.0
4,37,30,0.0
4,37,31,0.0
4,37,32,0.0
4,37,33,0.0
4,37,34,0.0
4,37,35,0.0
4,37,36,0.0
4,37,37,0.0027272882742826283
4,37,38,0.0038182068559351108
4,37,39,0.003431030453753543
4,37,40,0.0026557513746732525
4,37,41,0.0007501030477116894
4,37,42,0.0001973942114577544
4,37,43,0.000501011555591688
4,37,44,5.566787159185033e-05
4,37,45,2.613192888939671e-05
4,37,46,0.00020907361062250996
4,37,47,0.0
4,37,48,7.23280213661589e-05
4,38,1,0.0
4,38,2,0.0
4,38,3,0.0
4,38,4,0.0
4,38,5,0.0
4,38,6,0.0
4,38,7,0.0
4,38,8,0.0
4,38,9,0.0
4,38,10,0.0
4,38,11,0.0
4,38,12,0.0
4,38,13,0.0
4,38,14,0.0
4,38,15,0.0
4,38,16,0.0
4,38,17,0.0
4,38,18,0.0
4,38,19,0.0
4,38,20,0.0
4,38,21,0.0
4,38,22,0.0
4,38,23,0.0
4,38,24,0.0
4,38,25,0.0
4,38,26,0.0
4,38,27,0.0
4,38,28,0.0
4,38,29,0.0
4,38,30,0.0
4,38,31,0.0
4,38,32,0.0
4,38,33,0.0
4,38,34,0.0
4,38,35,0.0
4,38,36,0.0
4,38,37,0.0
4,38,38,0.00031498551573619344
4,38,39,0.00541046697955338
4,38,40,0.003167105642190893
4,38,41,0.001687723187680886
4,38,42,0.0024773084404655127
4,38,43,0.0
4,38,44,0.0
4,38,45,0.0005836558683908324
4,38,46,0.0
4,38,47,0.0
4,38,48,0.0
4,39,1,0.0
4,39,2,0.0
4,39,3,0.0
4,39,4,0.0
4,39,5,0.0
4,39,6,0.0
4,39,7,0.0
4,39,8,0.0
4,39,9,0.0
4,39,10,0.0
4,39,11,0.0
4,39,12,0.0
4,39,13,0.0
4,39,14,0.0
4,39,15,0.0
4,39,16,0.0
4,39,17,0.0
4,39,18,0.0
4,39,19,0.0
4,39,20,0.0
4,39,21,0.0
4,39,22,0.0
4,39,23,0.0
4,39,24,0.0
4,39,25,0.0
4,39,26,0.0
4,39,27,0.0
4,39,28,0.0
4,39,29,0.0
4,39,30,0.0
